Date,C,GS,JPM,MS
1/20/10,34.60,167.79,32.74,30.63
1/21/10,32.70,160.87,30.58,29.34
1/22/10,32.50,154.12,29.54,27.80
1/25/10,32.30,154.98,29.58,27.74
1/26/10,31.50,150.88,29.00,27.33
1/27/10,32.00,151.50,29.67,27.95
1/28/10,32.40,153.29,29.78,27.49
1/29/10,33.20,148.72,29.37,26.78
2/1/10,33.40,153.13,29.89,27.56
2/2/10,34.10,156.94,30.59,28.06
2/3/10,33.70,157.23,30.39,27.89
2/4/10,31.80,150.68,28.93,26.63
2/5/10,32.20,154.16,28.89,27.26
2/8/10,31.50,151.10,28.44,26.60
2/9/10,31.80,152.49,28.96,27.13
2/10/10,32.00,153.63,29.32,27.51
2/11/10,32.10,154.05,29.43,27.12
2/12/10,31.80,153.93,29.38,27.16
2/16/10,33.10,157.40,30.23,27.82
2/17/10,34.10,157.26,30.20,27.39
2/18/10,34.30,155.73,30.48,27.26
2/19/10,34.20,156.18,30.20,27.41
2/22/10,34.60,156.71,30.81,27.71
2/23/10,33.50,156.70,30.08,27.15
2/24/10,34.50,158.33,30.81,27.83
2/25/10,33.90,156.44,30.66,27.74
2/26/10,34.00,156.35,31.66,28.18
3/1/10,33.90,156.54,31.55,28.19
3/2/10,34.00,158.75,31.40,28.70
3/3/10,34.00,157.72,31.33,28.32
3/4/10,34.30,163.61,31.62,29.20
3/5/10,35.00,167.18,32.29,29.41
3/8/10,35.60,169.84,32.13,29.58
3/9/10,38.20,168.85,32.00,29.05
3/10/10,39.60,171.94,32.38,29.97
3/11/10,41.80,173.51,32.57,30.02
3/12/10,39.70,174.96,32.55,29.91
3/15/10,38.90,173.53,32.49,29.64
3/16/10,40.50,176.19,32.62,30.31
3/17/10,40.50,176.64,33.03,30.28
3/18/10,40.20,177.45,32.92,30.08
3/19/10,39.00,177.90,32.78,29.63
3/22/10,40.40,176.16,32.99,29.60
3/23/10,41.30,174.83,33.63,29.53
3/24/10,41.50,174.41,33.90,29.37
3/25/10,42.70,174.90,33.90,28.91
3/26/10,43.10,172.87,33.96,28.85
3/29/10,41.80,174.05,33.84,29.43
3/30/10,40.90,171.38,33.63,29.21
3/31/10,40.50,170.63,33.76,29.29
4/1/10,41.80,170.22,34.12,29.20
4/5/10,42.60,173.16,34.24,29.29
4/6/10,42.90,172.90,34.62,29.36
4/7/10,43.60,176.36,34.22,30.02
4/8/10,44.70,179.50,34.56,30.88
4/9/10,45.50,179.12,34.72,30.98
4/12/10,46.40,177.84,34.84,30.93
4/13/10,46.20,179.25,34.64,30.48
4/14/10,49.30,184.92,36.04,31.14
4/15/10,48.10,184.27,36.11,30.88
4/16/10,45.60,160.70,34.40,29.16
4/19/10,48.80,163.32,34.28,29.56
4/20/10,49.70,159.98,34.65,30.45
4/21/10,49.30,158.93,34.25,31.68
4/22/10,48.70,159.05,33.79,31.90
4/23/10,48.60,157.40,33.94,31.94
4/26/10,46.10,152.03,33.14,30.94
4/27/10,43.40,153.04,32.03,29.93
4/28/10,44.50,157.01,32.82,30.33
4/29/10,45.60,160.24,33.23,31.31
4/30/10,43.70,145.20,32.16,30.22
5/3/10,44.10,149.50,32.87,30.43
5/4/10,42.60,149.45,32.07,29.49
5/5/10,41.80,148.19,32.19,29.29
5/6/10,40.40,142.32,30.82,27.64
5/7/10,40.00,142.99,30.78,27.75
5/10/10,42.20,143.83,31.68,28.86
5/11/10,41.70,141.97,31.38,28.38
5/12/10,41.80,147.20,31.48,27.80
5/13/10,40.90,144.65,30.82,27.62
5/14/10,39.80,143.23,30.12,27.08
5/17/10,38.60,142.64,30.09,27.11
5/18/10,37.30,137.36,29.47,26.73
5/19/10,38.10,140.10,29.74,27.04
5/20/10,36.30,136.10,28.57,25.64
5/21/10,37.50,140.62,30.24,27.11
5/24/10,37.80,136.69,29.16,25.75
5/25/10,37.80,142.56,29.41,26.11
5/26/10,38.60,140.30,29.29,26.53
5/27/10,40.20,144.95,30.52,27.66
5/28/10,39.60,144.26,29.89,27.11
6/1/10,38.50,141.86,29.10,26.13
6/2/10,39.20,144.83,29.87,27.18
6/3/10,39.60,144.04,29.53,26.85
6/4/10,37.90,142.25,28.41,25.99
6/7/10,36.40,138.68,27.73,25.29
6/8/10,37.20,137.78,28.53,25.59
6/9/10,38.70,136.80,28.03,25.13
6/10/10,39.00,133.77,28.92,25.59
6/11/10,38.80,135.64,28.76,26.00
6/14/10,38.80,133.44,28.19,25.33
6/15/10,39.90,136.90,28.89,25.95
6/16/10,39.90,137.06,29.09,25.77
6/17/10,39.60,137.32,29.03,25.32
6/18/10,40.10,138.18,29.59,25.70
6/21/10,40.20,137.74,29.35,25.61
6/22/10,39.40,134.79,28.95,25.18
6/23/10,38.90,135.07,29.37,25.03
6/24/10,37.80,134.98,28.72,24.26
6/25/10,39.40,139.66,29.78,25.01
6/28/10,40.00,136.66,29.10,24.52
6/29/10,37.30,133.76,27.99,23.45
6/30/10,37.60,131.27,27.65,23.21
7/1/10,37.80,131.14,27.28,23.09
7/2/10,37.90,131.08,27.10,22.83
7/6/10,37.90,132.26,27.47,22.97
7/7/10,39.00,135.83,28.85,23.95
7/8/10,39.70,135.46,28.86,24.20
7/9/10,40.40,138.06,29.38,24.70
7/12/10,41.10,137.25,29.64,24.56
7/13/10,43.00,140.25,30.61,25.66
7/14/10,42.10,139.06,30.51,25.54
7/15/10,41.60,145.22,30.60,25.59
7/16/10,39.00,146.17,29.49,24.74
7/19/10,39.80,145.68,29.52,24.78
7/20/10,39.90,148.91,29.97,25.22
7/21/10,39.40,146.99,29.05,26.80
7/22/10,40.90,146.55,29.76,26.79
7/23/10,40.20,147.38,30.12,26.89
7/26/10,41.50,148.20,30.50,27.00
7/27/10,41.60,147.23,30.77,27.00
7/28/10,40.90,147.20,30.49,27.01
7/29/10,41.20,152.58,30.41,26.99
7/30/10,41.00,150.82,30.46,26.99
8/2/10,41.90,152.74,31.49,27.68
8/3/10,41.30,153.19,31.07,27.49
8/4/10,41.40,156.41,31.22,27.87
8/5/10,41.00,155.92,31.21,27.84
8/6/10,40.60,155.18,30.58,27.65
8/9/10,40.80,155.40,30.11,27.45
8/10/10,40.00,153.90,29.62,27.33
8/11/10,38.50,149.25,28.56,26.43
8/12/10,38.70,149.42,28.59,26.12
8/13/10,38.80,148.08,28.36,25.90
8/16/10,38.70,147.76,28.50,25.70
8/17/10,38.50,148.59,28.34,26.20
8/18/10,38.60,149.20,28.65,26.26
8/19/10,37.90,147.05,28.03,25.99
8/20/10,37.50,148.24,28.09,25.92
8/23/10,37.50,146.74,27.89,25.72
8/24/10,37.10,143.95,27.38,25.13
8/25/10,36.80,144.68,27.40,25.10
8/26/10,36.60,141.81,26.94,24.63
8/27/10,37.60,139.75,27.68,25.03
8/30/10,36.70,136.66,27.11,24.43
8/31/10,37.10,136.93,27.50,24.69
9/1/10,38.50,139.74,28.54,25.41
9/2/10,38.80,139.78,28.86,25.68
9/3/10,39.10,147.29,29.62,26.66
9/7/10,38.30,145.21,28.95,25.67
9/8/10,38.40,147.54,29.58,25.97
9/9/10,39.10,149.14,30.32,27.01
9/10/10,39.10,150.39,30.07,27.19
9/13/10,39.90,154.37,31.10,27.77
9/14/10,39.40,152.53,30.79,27.52
9/15/10,39.20,152.56,30.99,27.24
9/16/10,39.70,152.23,31.00,26.78
9/17/10,39.50,150.98,30.29,26.47
9/20/10,39.90,151.90,31.15,26.84
9/21/10,39.40,151.40,30.69,26.06
9/22/10,38.80,148.07,30.20,24.95
9/23/10,38.00,144.91,29.57,24.74
9/24/10,39.00,147.28,30.06,25.15
9/27/10,38.70,146.00,29.55,24.87
9/28/10,38.80,145.01,29.45,24.50
9/29/10,39.20,144.42,29.05,24.48
9/30/10,39.10,144.58,28.78,24.68
10/1/10,40.90,147.70,29.35,25.02
10/4/10,40.30,146.57,29.49,24.71
10/5/10,41.30,149.57,30.01,25.47
10/6/10,41.00,150.84,30.21,25.38
10/7/10,41.80,151.11,29.92,25.07
10/8/10,41.90,152.66,29.76,25.32
10/11/10,41.80,152.20,30.08,25.15
10/12/10,42.40,155.21,30.59,25.93
10/13/10,42.50,154.73,30.17,25.94
10/14/10,40.60,151.59,29.32,25.44
10/15/10,39.50,150.69,28.13,25.02
10/18/10,41.70,153.70,28.92,25.40
10/19/10,40.60,156.72,28.54,25.39
10/20/10,41.10,159.60,28.85,25.38
10/21/10,40.70,159.30,28.55,24.60
10/22/10,41.10,157.76,28.55,24.52
10/25/10,42.10,157.39,28.07,24.38
10/26/10,41.80,158.29,28.17,24.19
10/27/10,41.70,160.15,28.42,24.40
10/28/10,41.70,163.24,28.40,24.86
10/29/10,41.70,161.13,28.49,24.87
11/1/10,41.50,161.57,28.33,24.68
11/2/10,41.70,162.82,27.99,24.61
11/3/10,41.90,162.63,28.56,25.40
11/4/10,43.30,166.39,30.14,26.37
11/5/10,44.90,171.07,31.00,27.28
11/8/10,44.40,169.20,30.67,27.21
11/9/10,43.00,166.55,30.21,26.32
11/10/10,44.20,167.22,30.76,26.55
11/11/10,43.60,167.71,30.30,26.31
11/12/10,42.90,165.83,29.99,25.57
11/15/10,43.20,167.22,30.35,26.00
11/16/10,42.20,165.10,29.99,25.63
11/17/10,41.90,164.89,29.67,25.09
11/18/10,43.00,167.35,30.03,25.57
11/19/10,42.70,166.67,29.84,25.62
11/22/10,41.80,161.05,29.16,25.06
11/23/10,41.00,157.78,28.49,24.66
11/24/10,41.70,160.26,28.89,25.15
11/26/10,41.10,158.22,28.39,24.70
11/29/10,41.50,159.28,28.70,24.92
11/30/10,42.00,156.14,28.32,24.46
12/1/10,43.00,158.45,28.89,24.92
12/2/10,44.20,162.50,29.76,25.61
12/3/10,44.50,162.31,29.99,25.64
12/6/10,44.50,162.65,30.21,25.54
12/7/10,46.20,161.59,29.72,25.66
12/8/10,46.40,166.14,30.48,26.47
12/9/10,46.90,166.45,30.90,26.71
12/10/10,47.70,168.47,31.37,26.95
12/13/10,48.10,169.48,31.43,26.94
12/14/10,46.90,167.33,30.89,26.63
12/15/10,45.90,165.21,30.45,26.20
12/16/10,45.90,164.46,30.30,26.01
12/17/10,47.00,164.04,30.04,26.24
12/20/10,47.10,166.05,30.25,26.26
12/21/10,47.40,168.23,31.04,26.86
12/22/10,47.30,169.60,31.92,27.40
12/23/10,46.80,167.60,31.86,27.41
12/27/10,47.70,169.83,32.31,27.51
12/28/10,47.80,169.19,32.26,27.66
12/29/10,47.70,167.63,32.07,27.28
12/30/10,47.60,167.64,31.98,27.33
12/31/10,47.30,168.16,32.12,27.21
1/3/11,49.00,173.05,33.00,28.23
1/4/11,49.00,173.08,33.48,28.47
1/5/11,49.70,174.00,33.89,28.83
1/6/11,49.50,172.21,33.72,28.80
1/7/11,49.40,170.69,33.08,28.20
1/10/11,49.10,169.76,32.90,28.05
1/11/11,49.40,169.36,33.05,27.96
1/12/11,50.80,171.67,33.89,28.71
1/13/11,50.40,171.57,33.70,28.30
1/14/11,51.30,175.00,34.04,28.98
1/18/11,48.00,174.68,33.92,28.75
1/19/11,47.60,166.49,33.13,27.75
1/20/11,48.00,165.69,33.92,29.02
1/21/11,48.90,166.20,34.33,30.01
1/24/11,48.60,166.30,34.13,29.75
1/25/11,48.20,161.98,34.01,29.34
1/26/11,48.10,161.31,34.10,29.01
1/27/11,48.30,164.03,34.19,29.85
1/28/11,47.20,161.77,33.76,29.04
1/31/11,48.20,163.62,34.07,29.40
2/1/11,49.00,165.33,34.82,29.92
2/2/11,48.50,165.05,34.45,29.66
2/3/11,48.10,164.64,34.46,29.81
2/4/11,48.20,164.83,33.80,29.85
2/7/11,49.00,167.13,34.49,30.42
2/8/11,48.90,168.55,34.67,30.64
2/9/11,48.40,166.01,34.20,30.08
2/10/11,47.80,165.34,34.51,29.73
2/11/11,48.80,166.66,35.30,30.16
2/14/11,49.10,167.52,35.28,29.98
2/15/11,49.10,167.91,35.49,30.32
2/16/11,49.00,168.81,36.34,30.71
2/17/11,49.40,167.16,36.25,30.69
2/18/11,49.10,168.04,36.39,30.99
2/22/11,46.90,162.94,34.88,29.52
2/23/11,47.00,163.09,34.84,29.65
2/24/11,46.90,163.44,34.80,29.49
2/25/11,47.00,165.12,35.39,29.87
2/28/11,46.80,163.78,35.39,29.68
3/1/11,45.70,161.31,34.57,28.82
3/2/11,46.00,161.69,34.27,28.97
3/3/11,46.80,164.49,34.93,29.31
3/4/11,45.40,161.00,34.51,28.44
3/7/11,45.20,159.15,34.26,28.32
3/8/11,46.40,161.30,35.17,28.80
3/9/11,46.50,162.35,35.30,28.72
3/10/11,45.40,160.27,34.51,28.07
3/11/11,45.70,160.68,34.67,28.34
3/14/11,45.40,158.43,34.34,27.91
3/15/11,44.40,157.25,33.82,27.65
3/16/11,43.90,154.38,33.21,27.11
3/17/11,44.50,155.75,33.78,27.45
3/18/11,45.00,159.96,34.67,27.43
3/21/11,44.30,160.21,34.59,27.79
3/22/11,44.20,160.79,34.47,27.76
3/23/11,44.00,159.53,34.57,27.57
3/24/11,44.30,159.91,34.67,27.61
3/25/11,44.60,157.97,34.76,27.13
3/28/11,44.30,156.47,34.84,27.18
3/29/11,44.50,158.47,34.89,27.23
3/30/11,44.50,159.07,35.21,27.23
3/31/11,44.20,158.60,34.95,27.32
4/1/11,44.50,160.23,35.14,27.26
4/4/11,44.30,158.90,35.32,27.10
4/5/11,44.70,158.91,35.50,27.18
4/6/11,45.90,161.89,36.31,27.76
4/7/11,45.80,162.40,36.13,27.62
4/8/11,45.60,160.96,35.70,27.25
4/11/11,45.30,161.47,35.72,26.91
4/12/11,45.50,160.42,35.55,26.81
4/13/11,45.00,160.17,35.25,26.79
4/14/11,44.30,155.79,34.27,26.79
4/15/11,44.20,155.13,34.21,26.98
4/18/11,44.20,153.78,33.50,26.55
4/19/11,45.30,151.86,34.03,26.10
4/20/11,45.70,152.70,33.96,26.04
4/21/11,45.50,153.51,34.05,26.48
4/25/11,45.20,152.19,34.00,25.78
4/26/11,45.10,153.27,34.39,25.85
4/27/11,45.10,152.86,34.68,25.50
4/28/11,45.90,150.60,34.95,25.82
4/29/11,45.90,151.01,34.78,26.15
5/2/11,44.90,151.30,34.43,26.03
5/3/11,45.20,151.87,35.00,25.72
5/4/11,45.20,151.52,34.68,25.40
5/5/11,44.80,150.41,34.43,25.14
5/6/11,45.20,150.10,34.33,25.24
5/9/11,44.16,149.12,34.27,25.08
5/10/11,44.20,150.40,34.42,25.46
5/11/11,42.92,147.88,33.71,24.61
5/12/11,42.42,142.75,33.60,24.51
5/13/11,41.53,141.46,32.89,24.13
5/16/11,41.19,140.60,32.68,23.88
5/17/11,41.54,140.81,33.39,24.20
5/18/11,41.24,140.84,33.60,24.37
5/19/11,41.38,139.34,33.54,24.30
5/20/11,41.02,134.99,32.87,23.83
5/23/11,40.16,135.84,32.43,23.69
5/24/11,40.51,136.34,32.27,23.53
5/25/11,40.33,136.24,32.22,23.56
5/26/11,40.22,136.26,32.35,23.55
5/27/11,40.97,138.66,32.61,24.07
5/31/11,41.15,140.73,32.96,24.16
6/1/11,39.65,136.17,31.83,23.13
6/2/11,40.01,134.38,31.71,23.01
6/3/11,39.85,135.33,31.68,23.12
6/6/11,38.07,133.90,30.89,22.52
6/7/11,37.58,132.99,31.04,22.26
6/8/11,36.81,131.59,30.78,21.93
6/9/11,37.77,133.53,31.23,22.51
6/10/11,37.92,135.92,31.29,22.69
6/13/11,39.17,137.53,31.76,23.36
6/14/11,38.78,137.10,31.71,22.80
6/15/11,38.00,134.85,31.00,22.08
6/16/11,37.63,136.09,30.76,22.14
6/17/11,38.30,137.23,31.10,22.83
6/20/11,38.16,135.14,30.85,22.39
6/21/11,39.31,135.96,31.18,22.76
6/22/11,39.51,134.52,31.01,22.60
6/23/11,39.41,132.36,30.54,22.35
6/24/11,39.59,130.91,30.10,22.21
6/27/11,39.99,130.71,30.40,22.54
6/28/11,40.15,129.26,30.14,22.33
6/29/11,41.50,132.53,30.83,23.39
6/30/11,41.64,133.09,31.20,23.01
7/1/11,42.88,136.65,31.89,23.76
7/5/11,42.57,134.50,31.46,23.15
7/6/11,42.01,133.89,31.10,22.73
7/7/11,42.63,135.01,31.69,23.00
7/8/11,42.03,134.08,31.24,22.30
7/11/11,39.79,132.02,30.24,21.58
7/12/11,39.07,130.31,30.21,21.22
7/13/11,39.47,129.92,30.38,21.30
7/14/11,39.02,129.89,30.94,21.11
7/15/11,38.38,130.16,30.66,21.09
7/18/11,37.74,129.33,30.54,20.69
7/19/11,38.02,128.49,30.97,20.98
7/20/11,38.62,132.75,31.41,21.72
7/21/11,40.32,135.58,32.43,24.20
7/22/11,40.26,135.49,32.35,23.90
7/25/11,39.91,136.85,31.97,23.30
7/26/11,39.72,137.60,31.78,23.52
7/27/11,38.27,134.72,31.19,22.54
7/28/11,38.18,135.84,31.20,22.36
7/29/11,38.34,134.97,31.02,22.25
8/1/11,38.48,134.15,31.01,22.29
8/2/11,37.04,131.23,30.55,21.31
8/3/11,37.26,132.08,30.60,21.02
8/4/11,34.81,126.23,29.08,19.70
8/5/11,33.44,125.18,28.83,20.02
8/8/11,27.95,117.66,26.12,17.12
8/9/11,31.82,122.73,27.91,18.21
8/10/11,28.49,110.34,26.36,16.45
8/11/11,30.29,118.10,28.14,18.21
8/12/11,29.85,116.47,27.54,16.89
8/15/11,31.27,119.13,28.28,17.92
8/16/11,29.94,116.87,27.63,17.07
8/17/11,29.85,117.25,28.04,17.01
8/18/11,27.98,113.14,26.99,16.20
8/19/11,26.77,111.76,26.34,16.00
8/22/11,26.06,106.51,25.62,15.67
8/23/11,27.32,106.86,26.67,15.76
8/24/11,28.45,110.31,27.48,16.33
8/25/11,29.83,109.84,27.39,16.77
8/26/11,29.84,111.75,27.77,16.61
8/29/11,31.29,116.07,28.86,17.32
8/30/11,30.94,115.18,28.42,17.04
8/31/11,31.05,116.22,28.80,17.50
9/1/11,30.00,112.16,27.84,16.93
9/2/11,28.40,107.06,26.56,15.96
9/6/11,27.70,104.56,25.64,15.33
9/7/11,28.98,108.34,26.70,16.33
9/8/11,27.98,104.79,25.70,15.84
9/9/11,26.74,102.25,24.60,15.28
9/12/11,26.96,102.92,24.86,15.05
9/13/11,27.05,104.09,24.91,15.54
9/14/11,27.39,104.54,25.15,15.48
9/15/11,28.59,107.97,25.93,16.59
9/16/11,28.99,107.49,25.64,16.45
9/19/11,27.71,104.81,24.91,15.15
9/20/11,26.93,102.61,24.73,15.12
9/21/11,25.52,97.86,23.27,13.82
9/22/11,23.96,93.98,22.45,13.06
9/23/11,24.98,95.18,22.69,13.72
9/26/11,26.72,99.14,24.27,14.61
9/27/11,26.99,99.55,24.21,14.97
9/28/11,25.92,96.32,23.37,14.16
9/29/11,26.90,99.87,24.07,15.09
9/30/11,25.62,94.55,23.10,13.51
10/3/11,23.11,90.08,21.97,12.47
10/4/11,24.39,94.58,23.41,14.01
10/5/11,24.71,94.29,23.86,14.48
10/6/11,26.02,97.93,25.05,15.18
10/7/11,24.63,92.69,23.75,14.24
10/10/11,26.49,96.14,24.99,15.29
10/11/11,27.84,96.70,24.99,15.39
10/12/11,29.20,99.11,25.68,15.84
10/13/11,27.64,96.15,24.45,15.14
10/14/11,28.40,96.73,24.67,15.22
10/17/11,27.93,96.90,24.01,15.25
10/18/11,29.88,102.25,25.43,16.63
10/19/11,29.39,100.79,24.95,16.64
10/20/11,30.08,100.86,25.63,16.61
10/21/11,30.30,102.09,25.85,17.02
10/24/11,31.60,103.98,26.74,17.15
10/25/11,30.90,100.44,25.91,16.52
10/26/11,31.15,106.33,26.44,16.64
10/27/11,34.17,116.40,28.64,19.41
10/28/11,34.16,115.86,28.38,19.31
10/31/11,31.59,109.55,26.89,17.64
11/1/11,29.17,103.54,25.30,16.23
11/2/11,29.83,106.13,26.02,16.76
11/3/11,30.78,107.68,26.60,16.95
11/4/11,30.34,105.04,26.28,16.72
11/7/11,30.55,105.57,26.49,16.92
11/8/11,31.42,108.58,27.09,17.32
11/9/11,28.85,99.67,25.17,15.76
11/10/11,28.63,99.50,25.33,15.86
11/11/11,29.33,101.66,25.75,16.36
11/14/11,28.38,99.29,25.18,15.92
11/15/11,28.02,99.75,25.30,15.93
11/16/11,26.86,95.60,24.35,14.66
11/17/11,26.00,92.35,23.59,14.13
11/18/11,26.28,91.91,23.69,14.21
11/21/11,25.00,91.30,23.14,13.60
11/22/11,24.46,89.40,22.75,13.52
11/23/11,23.51,87.89,21.95,13.03
11/25/11,23.63,88.75,22.03,13.26
11/28/11,25.05,90.78,22.56,13.80
11/29/11,25.24,88.81,22.09,13.31
11/30/11,27.48,95.86,23.96,14.79
12/1/11,26.99,94.43,23.56,14.51
12/2/11,28.17,97.25,25.01,15.52
12/5/11,29.83,99.82,25.92,16.57
12/6/11,29.75,101.16,25.71,16.58
12/7/11,29.83,105.13,26.30,17.34
12/8/11,27.75,99.92,24.93,15.88
12/9/11,28.77,101.45,25.67,16.38
12/12/11,27.22,98.03,24.79,15.38
12/13/11,26.90,95.04,24.21,15.17
12/14/11,26.05,93.25,24.38,15.06
12/15/11,25.92,91.90,24.57,15.01
12/16/11,26.03,90.10,24.67,14.98
12/19/11,24.82,87.70,23.75,14.16
12/20/11,25.95,90.98,24.92,14.80
12/21/11,26.10,92.00,25.00,14.91
12/22/11,27.65,94.42,25.88,15.88
12/23/11,27.46,93.79,25.97,15.76
12/27/11,26.90,91.90,25.55,15.29
12/28/11,26.13,90.12,25.26,14.90
12/29/11,26.76,91.01,25.85,15.24
12/30/11,26.31,90.43,25.72,15.13
1/3/12,28.33,95.36,27.06,16.08
1/4/12,28.17,94.74,27.23,15.94
1/5/12,28.51,94.58,27.80,16.28
1/6/12,28.55,93.42,27.55,15.90
1/9/12,29.08,94.69,27.50,16.20
1/10/12,30.00,98.33,28.09,16.89
1/11/12,31.27,99.76,28.56,17.10
1/12/12,31.60,101.21,28.71,17.17
1/13/12,30.74,98.96,27.99,16.63
1/17/12,28.22,97.68,27.20,16.25
1/18/12,29.03,104.31,28.47,17.35
1/19/12,29.33,107.68,28.77,18.28
1/20/12,29.64,108.74,29.11,18.39
1/23/12,29.85,108.19,29.34,18.21
1/24/12,29.90,108.87,29.34,18.14
1/25/12,29.96,108.27,29.30,18.13
1/26/12,30.38,108.56,29.21,18.20
1/27/12,30.87,111.77,28.99,18.56
1/30/12,30.23,109.73,28.84,18.20
1/31/12,30.72,111.47,29.06,18.65
2/1/12,31.60,113.45,29.30,19.39
2/2/12,31.99,113.39,29.26,19.52
2/3/12,33.54,117.53,29.83,20.31
2/6/12,33.30,117.39,29.72,20.51
2/7/12,33.07,115.98,29.51,20.26
2/8/12,34.23,116.15,29.84,20.44
2/9/12,33.66,115.88,29.50,20.34
2/10/12,32.93,114.12,29.30,19.66
2/13/12,32.88,114.53,29.84,19.54
2/14/12,32.08,112.87,29.55,19.05
2/15/12,31.72,113.17,29.14,18.96
2/16/12,32.71,114.74,29.61,19.19
2/17/12,32.92,115.91,29.97,19.16
2/21/12,33.36,116.63,29.97,19.26
2/22/12,32.36,114.36,29.66,18.73
2/23/12,32.71,115.80,29.99,18.97
2/24/12,32.35,115.87,29.83,18.49
2/27/12,32.93,116.23,30.43,18.75
2/28/12,33.48,117.11,30.55,18.71
2/29/12,33.32,115.14,30.57,18.54
3/1/12,34.13,121.13,31.46,19.19
3/2/12,34.10,119.96,31.66,18.87
3/5/12,33.68,118.63,31.48,18.29
3/6/12,32.12,113.67,30.64,17.32
3/7/12,33.24,116.40,31.13,17.88
3/8/12,34.00,117.17,31.51,18.18
3/9/12,34.20,117.29,31.97,18.37
3/12/12,34.29,116.99,31.59,18.20
3/13/12,36.45,124.54,33.81,18.93
3/14/12,35.21,120.37,33.96,18.60
3/15/12,36.27,123.06,34.83,19.51
3/16/12,36.69,122.93,34.73,19.53
3/19/12,37.17,124.30,35.06,20.06
3/20/12,38.08,126.02,35.36,20.41
3/21/12,37.80,125.99,35.16,20.06
3/22/12,36.90,124.74,34.79,19.59
3/23/12,37.13,126.18,35.19,20.33
3/26/12,37.43,128.07,35.97,21.17
3/27/12,36.78,126.33,35.76,20.72
3/28/12,37.06,126.36,36.05,20.24
3/29/12,36.51,123.76,35.58,19.74
3/30/12,36.55,124.37,35.83,19.64
4/2/12,36.87,124.90,35.94,19.81
4/3/12,36.37,122.71,35.62,19.37
4/4/12,35.04,119.96,34.83,18.69
4/5/12,34.79,118.00,34.77,18.39
4/9/12,33.97,117.02,34.42,17.98
4/10/12,32.86,114.56,33.69,17.31
4/11/12,33.59,115.93,34.52,17.51
4/12/12,34.63,120.39,35.17,18.22
4/13/12,33.41,115.09,33.89,17.28
4/16/12,34.00,117.73,33.98,17.50
4/17/12,35.08,116.86,34.43,17.85
4/18/12,35.08,115.33,33.95,17.66
4/19/12,34.85,113.60,33.90,18.07
4/20/12,33.89,112.44,33.50,17.48
4/23/12,33.25,111.75,33.61,16.98
4/24/12,33.42,114.11,33.94,17.40
4/25/12,33.68,113.98,33.85,17.14
4/26/12,33.88,114.56,34.35,17.21
4/27/12,33.50,114.41,33.99,16.95
4/30/12,33.04,115.15,33.71,17.28
5/1/12,33.60,115.33,34.34,17.49
5/2/12,32.70,113.77,33.88,16.95
5/3/12,32.48,111.53,33.73,16.23
5/4/12,31.60,108.99,32.74,16.00
5/7/12,31.67,110.04,32.77,16.15
5/8/12,31.32,109.37,32.45,15.84
5/9/12,30.45,107.29,31.87,15.49
5/10/12,30.65,106.32,31.95,15.60
5/11/12,29.35,102.13,28.99,14.95
5/14/12,28.14,99.77,28.07,14.30
5/15/12,27.79,99.87,28.42,14.14
5/16/12,26.92,98.20,27.81,13.54
5/17/12,26.41,97.08,26.61,13.46
5/18/12,26.01,95.49,26.27,13.35
5/21/12,26.25,96.51,25.50,13.19
5/22/12,26.92,97.53,26.67,13.31
5/23/12,27.15,98.04,26.87,13.37
5/24/12,26.66,96.86,26.64,13.31
5/25/12,26.47,96.70,26.27,13.25
5/29/12,27.02,97.86,26.37,13.64
5/30/12,26.00,94.61,25.85,13.09
5/31/12,26.51,95.70,26.00,13.36
6/1/12,25.39,92.64,25.04,12.73
6/4/12,24.82,91.00,24.31,12.36
6/5/12,25.75,92.21,25.09,12.86
6/6/12,27.14,94.96,25.94,13.94
6/7/12,26.91,94.00,25.73,13.41
6/8/12,27.77,94.54,26.41,13.71
6/11/12,26.48,92.80,25.74,13.37
6/12/12,27.62,94.04,26.48,13.93
6/13/12,27.67,92.72,26.90,13.65
6/14/12,27.91,93.82,27.17,13.93
6/15/12,28.31,95.66,27.47,14.30
6/18/12,27.55,93.63,27.15,13.82
6/19/12,28.50,96.37,27.75,14.26
6/20/12,28.86,96.55,28.59,14.20
6/21/12,27.83,93.90,27.85,13.96
6/22/12,27.99,93.63,28.23,14.14
6/25/12,26.75,91.22,27.70,13.48
6/26/12,26.73,91.03,28.01,13.51
6/27/12,27.10,93.27,28.85,13.91
6/28/12,26.39,93.49,28.14,13.87
6/29/12,27.41,95.86,28.02,14.59
7/2/12,27.46,97.13,28.45,14.94
7/3/12,27.65,98.60,28.37,15.11
7/5/12,26.84,95.92,27.19,14.51
7/6/12,26.36,95.47,26.81,14.14
7/9/12,26.11,94.47,26.86,13.93
7/10/12,25.88,94.25,27.09,13.71
7/11/12,25.87,95.13,27.35,13.81
7/12/12,25.28,94.02,26.92,13.55
7/13/12,26.65,97.43,28.52,14.05
7/16/12,26.81,97.68,27.75,14.25
7/17/12,27.38,97.98,27.67,14.34
7/18/12,27.10,96.51,27.65,13.99
7/19/12,26.59,95.00,27.25,13.25
7/20/12,25.87,94.16,26.81,12.78
7/23/12,25.34,93.16,27.24,12.64
7/24/12,25.24,94.47,27.46,12.62
7/25/12,25.79,95.96,27.81,12.96
